,Variable,Year,Region,Subregion,Value
1343,Total freight ($),1990,QL,QLD Charleville - Longreach,18480.0
1344,Total labor used (weeks),1990,QL,QLD Charleville - Longreach,157.0
1345,Total non farm income ($),1990,QL,QLD Charleville - Longreach,15680.0
1346,Total off farm wages ($),1990,QL,QLD Charleville - Longreach,270.0
1347,Total wool sold (kg),1990,QL,QLD Charleville - Longreach,19877.0
1348,Value of land and fixed improvements ($),1990,QL,QLD Charleville - Longreach,2863260.0
1349,Vet fees ($),1990,QL,QLD Charleville - Longreach,210.0
1350,Wages for hired labor ($),1990,QL,QLD Charleville - Longreach,23190.0
1351,Water charges ($),1990,QL,QLD Charleville - Longreach,0.0
1352,Wethers at 30 June (no.),1990,QL,QLD Charleville - Longreach,1629.0
1353,Wheat area sown (ha),1990,QL,QLD Charleville - Longreach,0.0
1354,Wheat produced (t),1990,QL,QLD Charleville - Longreach,0.0
1355,Wheat receipts ($),1990,QL,QLD Charleville - Longreach,0.0
1356,Wheat sold (t),1990,QL,QLD Charleville - Longreach,0.0
1357,Wool cut per head (kg),1990,QL,QLD Charleville - Longreach,4.2
1358,Wool produced (kg),1990,QL,QLD Charleville - Longreach,20429.0
1359,Wool receipts ($),1990,QL,QLD Charleville - Longreach,255750.0
1360,AI stud fees and herd testing ($),1990,QL,QLD Eastern Darling Downs,7820.0
1361,Accounting services ($),1990,QL,QLD Eastern Darling Downs,2710.0
1362,Advisory services ($),1990,QL,QLD Eastern Darling Downs,80.0
1363,Age of owner manager (yrs),1990,QL,QLD Eastern Darling Downs,54.0
1364,Age of spouse (yrs),1990,QL,QLD Eastern Darling Downs,50.0
1365,Agistment ($),1990,QL,QLD Eastern Darling Downs,1420.0
1366,Area operated at 30 June (ha),1990,QL,QLD Eastern Darling Downs,1915.0
1367,Barley area sown (ha),1990,QL,QLD Eastern Darling Downs,30.0
1368,Barley produced (t),1990,QL,QLD Eastern Darling Downs,45.0
1369,Barley receipts ($),1990,QL,QLD Eastern Darling Downs,11640.0
1370,Beef bulls at 30 June (no.),1990,QL,QLD Eastern Darling Downs,17.0
1371,Beef calves at 30 June (no.),1990,QL,QLD Eastern Darling Downs,83.0
1372,Beef cattle purchased ($),1990,QL,QLD Eastern Darling Downs,43660.0
1373,Beef cattle purchased (no.),1990,QL,QLD Eastern Darling Downs,30.0
1374,Beef cattle receipts ($),1990,QL,QLD Eastern Darling Downs,148890.0
1375,Beef cattle sold (no.),1990,QL,QLD Eastern Darling Downs,107.0
1376,Beef cattle transferred off farm (no.),1990,QL,QLD Eastern Darling Downs,0.0
1377,Beef cattle transferred onto farm (no.),1990,QL,QLD Eastern Darling Downs,0.0
1378,Beef cows at 30 June (no.),1990,QL,QLD Eastern Darling Downs,159.0
1379,Beef heifers at 30 June (no.),1990,QL,QLD Eastern Darling Downs,27.0
1380,Beef herd at 30 June (no.),1990,QL,QLD Eastern Darling Downs,367.0
1381,Branding rate (%),1990,QL,QLD Eastern Darling Downs,82.5
1382,Buildup in trading stocks ($),1990,QL,QLD Eastern Darling Downs,20710.0
1383,Canola area sown (ha),1990,QL,QLD Eastern Darling Downs,0.0
1384,Canola produced (t),1990,QL,QLD Eastern Darling Downs,0.0
1385,Canola receipts ($),1990,QL,QLD Eastern Darling Downs,0.0
1386,Capital appreciation ($),1990,QL,QLD Eastern Darling Downs,23800.0
1387,Capital at 1 July ($),1990,QL,QLD Eastern Darling Downs,2525820.0
1388,Change in farm debt ($),1990,QL,QLD Eastern Darling Downs,-3540.0
1389,Contracts - cropping ($),1990,QL,QLD Eastern Darling Downs,5280.0
1390,Contracts - livestock ($),1990,QL,QLD Eastern Darling Downs,580.0
1391,Cotton receipts ($),1990,QL,QLD Eastern Darling Downs,4690.0
1392,Crop and pasture chemicals ($),1990,QL,QLD Eastern Darling Downs,9110.0
1393,Dairy cattle at June 30 (no.),1990,QL,QLD Eastern Darling Downs,7.0
1394,Depreciation ($),1990,QL,QLD Eastern Darling Downs,47000.0
1395,Electricity ($),1990,QL,QLD Eastern Darling Downs,3240.0
1396,Equity ratio at 30 June (%),1990,QL,QLD Eastern Darling Downs,90.0
1397,Ewes at 30 June (no.),1990,QL,QLD Eastern Darling Downs,57.0
1398,Family share of farm income ($),1990,QL,QLD Eastern Darling Downs,21480.0
1399,Farm business debt at 30 June ($),1990,QL,QLD Eastern Darling Downs,248870.0
1400,Farm business equity June 30 ($),1990,QL,QLD Eastern Darling Downs,2226840.0
1401,Farm business profit ($),1990,QL,QLD Eastern Darling Downs,-48200.0
1402,Farm cash income ($),1990,QL,QLD Eastern Darling Downs,50390.0
1403,Farm liquid assets at 30 June ($),1990,QL,QLD Eastern Darling Downs,169890.0
1404,Fertiliser ($),1990,QL,QLD Eastern Darling Downs,14790.0
1405,Field peas area sown (ha),1990,QL,QLD Eastern Darling Downs,0.0
1406,Field peas produced (t),1990,QL,QLD Eastern Darling Downs,0.0
1407,Field peas receipts ($),1990,QL,QLD Eastern Darling Downs,0.0
1408,Fodder ($),1990,QL,QLD Eastern Darling Downs,12760.0
1409,Fuel oil and grease ($),1990,QL,QLD Eastern Darling Downs,23600.0
1410,Grain legumes area sown (ha),1990,QL,QLD Eastern Darling Downs,12.0
1411,Grain legumes produced (t),1990,QL,QLD Eastern Darling Downs,8.0
1412,Grain legumes receipts ($),1990,QL,QLD Eastern Darling Downs,5970.0
1413,Handling and marketing ($),1990,QL,QLD Eastern Darling Downs,13360.0
1414,Hours worked on farm - total (hrsperwk),1990,QL,QLD Eastern Darling Downs,
1415,Hours worked on farm by owner manager (hrsperwk),1990,QL,QLD Eastern Darling Downs,
1416,Hours worked on farm by spouse (hrsperwk),1990,QL,QLD Eastern Darling Downs,
1417,Imputed labor cost ($),1990,QL,QLD Eastern Darling Downs,72310.0
1418,Insurance ($),1990,QL,QLD Eastern Darling Downs,7010.0
1419,Interest paid ($),1990,QL,QLD Eastern Darling Downs,26470.0
1420,Lambs at 30 June (no.),1990,QL,QLD Eastern Darling Downs,63.0
1421,Land rent ($),1990,QL,QLD Eastern Darling Downs,4720.0
1422,Leasing charges ($),1990,QL,QLD Eastern Darling Downs,1400.0
1423,Livestock materials ($),1990,QL,QLD Eastern Darling Downs,4410.0
1424,Livestock transfers - inwards ($),1990,QL,QLD Eastern Darling Downs,0.0
1425,Livestock transfers - outward ($),1990,QL,QLD Eastern Darling Downs,0.0
1426,Lupins area sown (ha),1990,QL,QLD Eastern Darling Downs,0.0
1427,Lupins produced (t),1990,QL,QLD Eastern Darling Downs,0.0
1428,Lupins receipts ($),1990,QL,QLD Eastern Darling Downs,0.0
1429,Net capital additions ($),1990,QL,QLD Eastern Darling Downs,37010.0
1430,Oats area sown (ha),1990,QL,QLD Eastern Darling Downs,28.0
1431,Oats produced (t),1990,QL,QLD Eastern Darling Downs,4.0
1432,Oats receipts ($),1990,QL,QLD Eastern Darling Downs,460.0
1433,Off farm contracts ($),1990,QL,QLD Eastern Darling Downs,2290.0
1434,Off farm sharefarming ($),1990,QL,QLD Eastern Darling Downs,2070.0
1435,Off-farm work for owner manager (hrsperwk),1990,QL,QLD Eastern Darling Downs,1.0
1436,Off-farm work for spouse (hrsperwk),1990,QL,QLD Eastern Darling Downs,1.0
1437,Oilseeds area sown (ha),1990,QL,QLD Eastern Darling Downs,5.0
1438,Oilseeds produced (t),1990,QL,QLD Eastern Darling Downs,7.0
1439,Oilseeds receipts ($),1990,QL,QLD Eastern Darling Downs,5090.0
1440,Other administration expenses ($),1990,QL,QLD Eastern Darling Downs,4910.0
1441,Other farm income ($),1990,QL,QLD Eastern Darling Downs,24560.0
1442,Other livestock purchased ($),1990,QL,QLD Eastern Darling Downs,1490.0
1443,Other livestock receipts ($),1990,QL,QLD Eastern Darling Downs,10860.0
1444,Other materials ($),1990,QL,QLD Eastern Darling Downs,2700.0
1445,Other services ($),1990,QL,QLD Eastern Darling Downs,15220.0
1446,Payments to sharefarmers ($),1990,QL,QLD Eastern Darling Downs,2510.0
1447,Population,1990,QL,QLD Eastern Darling Downs,2638.0
1448,Produce purchased for resale ($),1990,QL,QLD Eastern Darling Downs,0.0
1449,Profit at full equity ($),1990,QL,QLD Eastern Darling Downs,-17260.0
1450,Profit at full equity including capital appreciation ($),1990,QL,QLD Eastern Darling Downs,6540.0
1451,Rams at 30 June (no.),1990,QL,QLD Eastern Darling Downs,1.0
1452,Rate of return ex. capital appreciation (%),1990,QL,QLD Eastern Darling Downs,-0.7
1453,Rate of return inc. capital appreciation (%),1990,QL,QLD Eastern Darling Downs,0.3
1454,Repairs and maintenance ($),1990,QL,QLD Eastern Darling Downs,26820.0
1455,Rice area sown (ha),1990,QL,QLD Eastern Darling Downs,0.0
1456,Sample Contributing,1990,QL,QLD Eastern Darling Downs,45.0
1457,Seed ($),1990,QL,QLD Eastern Darling Downs,8520.0
1458,Shearing crutching ($),1990,QL,QLD Eastern Darling Downs,2020.0
1459,Sheep and lambs shorn (no.),1990,QL,QLD Eastern Darling Downs,368.0
1460,Sheep flock at 30 June (no.),1990,QL,QLD Eastern Darling Downs,378.0
1461,Sheep purchased ($),1990,QL,QLD Eastern Darling Downs,6730.0
1462,Sheep purchased (no.),1990,QL,QLD Eastern Darling Downs,131.0
1463,Sheep receipts ($),1990,QL,QLD Eastern Darling Downs,4320.0
1464,Sheep sold (no.),1990,QL,QLD Eastern Darling Downs,129.0
1465,Shire and PPB rates ($),1990,QL,QLD Eastern Darling Downs,6740.0
1466,Sorghum area sown (ha),1990,QL,QLD Eastern Darling Downs,42.0
1467,Sorghum produced (t),1990,QL,QLD Eastern Darling Downs,139.0
1468,Sorghum receipts ($),1990,QL,QLD Eastern Darling Downs,39380.0
1469,Steers and other beef cattle at 30 June (no.),1990,QL,QLD Eastern Darling Downs,82.0
1470,Stores and rations ($),1990,QL,QLD Eastern Darling Downs,160.0
1471,Telephone ($),1990,QL,QLD Eastern Darling Downs,2500.0
1472,Total area cropped (ha),1990,QL,QLD Eastern Darling Downs,207.0
1473,Total area irrigated (ha),1990,QL,QLD Eastern Darling Downs,4.0
1474,Total cash costs ($),1990,QL,QLD Eastern Darling Downs,284850.0
1475,Total cash receipts ($),1990,QL,QLD Eastern Darling Downs,335240.0
1476,Total closing capital ($),1990,QL,QLD Eastern Darling Downs,2557500.0
1477,Total crop gross receipts ($),1990,QL,QLD Eastern Darling Downs,113890.0
1478,Total family income ($),1990,QL,QLD Eastern Darling Downs,57250.0
1479,Total freight ($),1990,QL,QLD Eastern Darling Downs,7620.0
1480,Total labor used (weeks),1990,QL,QLD Eastern Darling Downs,124.0
1481,Total non farm income ($),1990,QL,QLD Eastern Darling Downs,25440.0
1482,Total off farm wages ($),1990,QL,QLD Eastern Darling Downs,6440.0
1483,Total wool sold (kg),1990,QL,QLD Eastern Darling Downs,1824.0
1484,Value of land and fixed improvements ($),1990,QL,QLD Eastern Darling Downs,2043890.0
1485,Vet fees ($),1990,QL,QLD Eastern Darling Downs,450.0
1486,Wages for hired labor ($),1990,QL,QLD Eastern Darling Downs,13640.0
1487,Water charges ($),1990,QL,QLD Eastern Darling Downs,370.0
1488,Wethers at 30 June (no.),1990,QL,QLD Eastern Darling Downs,256.0
1489,Wheat area sown (ha),1990,QL,QLD Eastern Darling Downs,44.0
1490,Wheat produced (t),1990,QL,QLD Eastern Darling Downs,79.0
1491,Wheat receipts ($),1990,QL,QLD Eastern Darling Downs,32510.0
1492,Wheat sold (t),1990,QL,QLD Eastern Darling Downs,77.0
1493,Wool cut per head (kg),1990,QL,QLD Eastern Darling Downs,5.0
1494,Wool produced (kg),1990,QL,QLD Eastern Darling Downs,1824.0
1495,Wool receipts ($),1990,QL,QLD Eastern Darling Downs,28380.0
1496,AI stud fees and herd testing ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,0.0
1497,Accounting services ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,2030.0
1498,Advisory services ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,0.0
1499,Age of owner manager (yrs),1990,QL,QLD Northern Coastal - Mackay to Cairns,60.0
1500,Age of spouse (yrs),1990,QL,QLD Northern Coastal - Mackay to Cairns,47.0
1501,Agistment ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,10930.0
1502,Area operated at 30 June (ha),1990,QL,QLD Northern Coastal - Mackay to Cairns,7246.0
1503,Barley area sown (ha),1990,QL,QLD Northern Coastal - Mackay to Cairns,0.0
1504,Barley produced (t),1990,QL,QLD Northern Coastal - Mackay to Cairns,0.0
1505,Barley receipts ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,0.0
1506,Beef bulls at 30 June (no.),1990,QL,QLD Northern Coastal - Mackay to Cairns,15.0
1507,Beef calves at 30 June (no.),1990,QL,QLD Northern Coastal - Mackay to Cairns,152.0
1508,Beef cattle purchased ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,56720.0
1509,Beef cattle purchased (no.),1990,QL,QLD Northern Coastal - Mackay to Cairns,62.0
1510,Beef cattle receipts ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,282100.0
1511,Beef cattle sold (no.),1990,QL,QLD Northern Coastal - Mackay to Cairns,278.0
1512,Beef cattle transferred off farm (no.),1990,QL,QLD Northern Coastal - Mackay to Cairns,80.0
1513,Beef cattle transferred onto farm (no.),1990,QL,QLD Northern Coastal - Mackay to Cairns,2.0
1514,Beef cows at 30 June (no.),1990,QL,QLD Northern Coastal - Mackay to Cairns,370.0
1515,Beef heifers at 30 June (no.),1990,QL,QLD Northern Coastal - Mackay to Cairns,86.0
1516,Beef herd at 30 June (no.),1990,QL,QLD Northern Coastal - Mackay to Cairns,766.0
1517,Branding rate (%),1990,QL,QLD Northern Coastal - Mackay to Cairns,64.2
1518,Buildup in trading stocks ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,-70270.0
1519,Canola area sown (ha),1990,QL,QLD Northern Coastal - Mackay to Cairns,0.0
1520,Canola produced (t),1990,QL,QLD Northern Coastal - Mackay to Cairns,0.0
1521,Canola receipts ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,0.0
1522,Capital appreciation ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,33740.0
1523,Capital at 1 July ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,3644890.0
1524,Change in farm debt ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,69470.0
1525,Contracts - cropping ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,5100.0
1526,Contracts - livestock ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,1340.0
1527,Cotton receipts ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,0.0
1528,Crop and pasture chemicals ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,5030.0
1529,Dairy cattle at June 30 (no.),1990,QL,QLD Northern Coastal - Mackay to Cairns,0.0
1530,Depreciation ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,30720.0
1531,Electricity ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,4600.0
1532,Equity ratio at 30 June (%),1990,QL,QLD Northern Coastal - Mackay to Cairns,93.0
1533,Ewes at 30 June (no.),1990,QL,QLD Northern Coastal - Mackay to Cairns,0.0
1534,Family share of farm income ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,12790.0
1535,Farm business debt at 30 June ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,221150.0
1536,Farm business equity June 30 ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,2934320.0
1537,Farm business profit ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,-21060.0
1538,Farm cash income ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,131470.0
1539,Farm liquid assets at 30 June ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,229930.0
1540,Fertiliser ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,10700.0
1541,Field peas area sown (ha),1990,QL,QLD Northern Coastal - Mackay to Cairns,0.0
1542,Field peas produced (t),1990,QL,QLD Northern Coastal - Mackay to Cairns,0.0
1543,Field peas receipts ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,0.0
1544,Fodder ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,13060.0
1545,Fuel oil and grease ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,12640.0
1546,Grain legumes area sown (ha),1990,QL,QLD Northern Coastal - Mackay to Cairns,1.0
1547,Grain legumes produced (t),1990,QL,QLD Northern Coastal - Mackay to Cairns,0.0
1548,Grain legumes receipts ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,0.0
1549,Handling and marketing ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,10930.0
1550,Hours worked on farm - total (hrsperwk),1990,QL,QLD Northern Coastal - Mackay to Cairns,
1551,Hours worked on farm by owner manager (hrsperwk),1990,QL,QLD Northern Coastal - Mackay to Cairns,
1552,Hours worked on farm by spouse (hrsperwk),1990,QL,QLD Northern Coastal - Mackay to Cairns,
1553,Imputed labor cost ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,51540.0
1554,Insurance ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,3950.0
1555,Interest paid ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,39140.0
1556,Lambs at 30 June (no.),1990,QL,QLD Northern Coastal - Mackay to Cairns,0.0
1557,Land rent ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,4340.0
1558,Leasing charges ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,230.0
1559,Livestock materials ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,5310.0
1560,Livestock transfers - inwards ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,1700.0
1561,Livestock transfers - outward ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,62780.0
1562,Lupins area sown (ha),1990,QL,QLD Northern Coastal - Mackay to Cairns,1.0
1563,Lupins produced (t),1990,QL,QLD Northern Coastal - Mackay to Cairns,0.0
1564,Lupins receipts ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,0.0
1565,Net capital additions ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,-254750.0
1566,Oats area sown (ha),1990,QL,QLD Northern Coastal - Mackay to Cairns,0.0
1567,Oats produced (t),1990,QL,QLD Northern Coastal - Mackay to Cairns,0.0
1568,Oats receipts ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,0.0
1569,Off farm contracts ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,1630.0
1570,Off farm sharefarming ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,0.0
1571,Off-farm work for owner manager (hrsperwk),1990,QL,QLD Northern Coastal - Mackay to Cairns,0.0
1572,Off-farm work for spouse (hrsperwk),1990,QL,QLD Northern Coastal - Mackay to Cairns,0.0
1573,Oilseeds area sown (ha),1990,QL,QLD Northern Coastal - Mackay to Cairns,0.0
1574,Oilseeds produced (t),1990,QL,QLD Northern Coastal - Mackay to Cairns,0.0
1575,Oilseeds receipts ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,0.0
1576,Other administration expenses ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,7240.0
1577,Other farm income ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,7630.0
1578,Other livestock purchased ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,3330.0
1579,Other livestock receipts ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,4560.0
1580,Other materials ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,790.0
1581,Other services ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,14370.0
1582,Payments to sharefarmers ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,0.0
1583,Population,1990,QL,QLD Northern Coastal - Mackay to Cairns,821.0
1584,Produce purchased for resale ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,0.0
1585,Profit at full equity ($),1990,QL,QLD Northern Coastal - Mackay to Cairns,22650.0
